Transaction_ID,Date,Category,Subcategory,Amount,Type,Payment_Method,Merchant,Location,Description,Monthly_Budget,Balance
668,2025-01-03,Shopping,Clothes,1755,Expense,Credit Card,"Mason, Sampson and Thompson",Port Lauren,How seat international.,19098,9060
669,2026-02-18,Bills,Water,878,Expense,Cash,Berg Group,Jamesshire,Cost speak six north.,12744,14334
670,2025-06-19,Medical,Medicine,1461,Expense,Debit Card,"Kent, Lopez and Barnes",West Denise,Quickly now least entire.,19883,80669
671,2025-03-07,Shopping,Clothes,1225,Expense,Debit Card,Johnson-Lynch,Khanport,End so.,47502,60264
672,2025-12-08,Entertainment,Games,4944,Expense,Bank Transfer,Allen Inc,Hendersonberg,Agree light agency.,45661,97855
673,2025-02-18,Travel,Hotel,4408,Expense,Cash,Saunders-Mclean,Kristinport,Worker laugh.,9197,35282
674,2025-10-04,Entertainment,Games,3651,Expense,Cash,Weber LLC,New Rhondaland,Draw away want.,42306,96798
675,2026-04-03,Shopping,Clothes,1578,Expense,Cash,Morrison-Brown,Sarahshire,Until sit share.,24677,14377
676,2025-09-16,Transport,Bus,3751,Expense,UPI,"Garcia, Garcia and Aguilar",Birdton,Environmental sign live while central.,38787,91199
677,2025-05-25,Medical,Doctor,1037,Expense,Debit Card,Estrada-Garcia,North Henryburgh,Ability late could car hotel.,34616,65350
678,2026-04-21,Travel,Flight,1304,Expense,Bank Transfer,Walker-Smith,Juanside,Report building with off.,13550,63331
679,2025-06-27,Shopping,Accessories,2559,Expense,Bank Transfer,Schultz Group,East Johnchester,Ago data.,42285,8553
680,2025-01-24,Income,Freelancing,26397,Income,Bank Transfer,"Davis, Savage and Ponce",Port Richard,Travel everyone move drive any.,10133,68139
681,2025-08-18,Food,Groceries,3148,Expense,Bank Transfer,"Espinoza, Patterson and Dougherty",Brianburgh,International hotel resource threat.,32420,7342
682,2025-01-28,Travel,Tour,3902,Expense,UPI,Ward-Bell,Leahbury,Off artist.,41301,45707
683,2025-01-28,Education,Stationery,684,Expense,Credit Card,Zimmerman-Cunningham,Freemanville,Account available key foot.,39987,40933
684,2025-12-16,Travel,Hotel,3915,Expense,Debit Card,Collins-Simpson,Andrewberg,Yeah visit family.,15370,19996
685,2025-07-14,Education,Courses,1678,Expense,Debit Card,"Hayes, Spencer and Kelly",East Daniel,Practice every eight build.,30559,71143
686,2025-03-16,Medical,Medicine,2664,Expense,Bank Transfer,"Duffy, Castillo and Mcdonald",East Oliviaport,Few stop drop study.,45361,18202
687,2025-05-12,Transport,Bus,2419,Expense,Bank Transfer,Copeland and Sons,South Melissaville,Along during majority draw.,24257,50552
688,2025-07-03,Entertainment,Movies,2919,Expense,Credit Card,"Crawford, Cannon and Norman",Lucasland,There edge usually.,35498,78175
689,2025-08-11,Bills,Water,2922,Expense,UPI,Brooks-Mack,Ewingview,Few network black friend.,36564,87866
690,2026-01-17,Shopping,Accessories,4466,Expense,Debit Card,"Mercado, Torres and Michael",Lake Lori,General seem guy.,29438,70086
691,2025-03-21,Entertainment,Games,2460,Expense,Credit Card,Smith Group,Reevesfort,View these.,7184,15416
692,2025-07-14,Transport,Taxi,1158,Expense,UPI,Castro-Brown,North Christopherhaven,Material show.,8865,71171
693,2025-07-06,Transport,Fuel,4837,Expense,Credit Card,Thomas LLC,Bradleyview,Sing born cut.,15437,39866
694,2025-09-30,Bills,Internet,1993,Expense,Bank Transfer,Sanders LLC,Port Dean,Assume laugh election.,25397,85991
695,2026-02-21,Entertainment,Movies,2262,Expense,Cash,Gordon and Sons,Danielfort,Authority card.,32928,37165
696,2025-02-09,Medical,Medicine,962,Expense,Credit Card,Novak Ltd,Port Joseph,Race line where happy line.,27037,9123
697,2025-01-04,Entertainment,Games,2454,Expense,Credit Card,Ortiz-Thompson,North Richard,Space seat include significant.,33063,62549
698,2026-05-12,Transport,Taxi,2789,Expense,Cash,"Patton, Hamilton and Romero",New Andreafort,Go every woman.,33691,98057
699,2025-04-22,Income,Freelancing,27592,Income,Bank Transfer,Phillips and Sons,Wrightland,Town type opportunity lead.,36449,53081
700,2025-09-25,Entertainment,Games,2089,Expense,Credit Card,Olson Inc,Grahamberg,Group low deal early main.,19885,63847
701,2025-10-07,Travel,Flight,4903,Expense,Debit Card,Barr Group,New James,Onto give.,18721,94280
702,2025-07-17,Travel,Hotel,604,Expense,Cash,Herrera-Tucker,Cherylhaven,Also lead interest indicate.,22838,86358
703,2025-11-17,Shopping,Electronics,2408,Expense,Bank Transfer,Wells Group,Port Ashleyview,Entire dream partner somebody popular.,47026,32608
704,2026-05-04,Income,Salary,25347,Income,Debit Card,Ramirez Group,Mariahchester,Set million.,12114,2341
705,2025-04-21,Transport,Fuel,3688,Expense,Credit Card,Harding and Sons,Sheilaview,If throughout interesting.,19096,40722
706,2025-11-02,Education,Courses,2977,Expense,Cash,Juarez Group,East Tanya,Really who wrong.,30198,22776
707,2025-07-12,Bills,Electricity,1400,Expense,UPI,Ortiz Ltd,Deannatown,Organization world it shake through.,11129,39949
708,2025-05-09,Entertainment,Streaming,1336,Expense,Debit Card,Daugherty-Johnson,North Karenbury,Especially how black.,40029,18183
709,2025-08-15,Shopping,Accessories,3867,Expense,Credit Card,Harper-Martinez,New Robert,Floor article.,16651,19777
710,2025-02-05,Travel,Hotel,644,Expense,UPI,"Cooper, Rodriguez and Harris",East Richardbury,Feeling dinner young choice wear.,44879,2446
711,2025-09-02,Shopping,Clothes,2105,Expense,Credit Card,Davis-Stephens,New Chelseachester,Usually situation feeling message.,6188,37314
712,2026-02-28,Bills,Electricity,4705,Expense,Bank Transfer,Simmons-Jensen,Jonesmouth,Very another task loss.,21516,18534
713,2025-04-27,Travel,Hotel,157,Expense,Cash,Young-Wang,East Mallory,Include official deal assume.,37308,42313
714,2025-08-25,Education,Courses,1542,Expense,Debit Card,Hernandez-Cox,North Michaelstad,Election many front drop.,48477,72437
715,2025-12-10,Shopping,Electronics,4216,Expense,Cash,Sharp-Scott,South Lindafurt,Mission develop agree.,42284,13287
716,2025-09-06,Food,Snacks,3573,Expense,Credit Card,Page-Pace,Comptonbury,Partner collection raise.,11092,90449
717,2025-06-23,Travel,Flight,4824,Expense,Debit Card,Stokes PLC,South Sandra,Last attorney picture someone.,43681,45250
718,2025-11-28,Transport,Taxi,1085,Expense,Cash,Mendez-Carr,East John,Action local front.,17450,63809
719,2025-08-27,Travel,Hotel,789,Expense,Credit Card,Rodriguez Inc,Port Davidville,Perhaps recently western.,32258,8777
720,2025-06-23,Food,Groceries,4009,Expense,Bank Transfer,Doyle Ltd,Melindaburgh,As door fight.,44573,77405
721,2026-02-01,Medical,Doctor,2813,Expense,Credit Card,"Stewart, Zimmerman and Smith",North Mathewtown,World pull.,32056,3119
722,2025-01-01,Shopping,Clothes,1832,Expense,Debit Card,Weber PLC,Heatherstad,Check possible.,41483,13656
723,2025-05-29,Food,Groceries,2267,Expense,Bank Transfer,"Ramirez, Turner and Lewis",New Courtney,Class help approach section hard.,40909,53336
724,2025-06-02,Travel,Hotel,1621,Expense,Cash,Diaz Group,Stephaniehaven,Involve large state policy past.,21932,54445
725,2025-08-11,Medical,Doctor,2725,Expense,Credit Card,Hoover-Thomas,Hamiltonland,Industry glass.,34037,18850
726,2025-06-13,Medical,Doctor,2526,Expense,Cash,"Kemp, Simpson and Burke",West Kathleenhaven,Respond one author determine claim.,11979,92575
727,2025-07-03,Shopping,Electronics,2467,Expense,UPI,"King, Sanchez and Williams",Ortizland,Light issue fund city personal.,24645,23836
728,2025-07-22,Education,Books,1252,Expense,Bank Transfer,Green Inc,East Kenneth,Probably raise player.,49242,82084
729,2026-01-22,Bills,Internet,2629,Expense,Credit Card,"Jimenez, Miller and Smith",Ballshire,Fill reach power cell.,19242,95304
730,2026-03-22,Transport,Fuel,4408,Expense,Cash,Becker-Olson,Kimberlyside,Give beyond student agent.,13722,37519
731,2025-06-13,Bills,Water,1357,Expense,Debit Card,"Bradley, Herring and Bentley",Kevinshire,Concern along short everybody.,26493,31317
732,2025-05-02,Entertainment,Movies,571,Expense,Cash,"Gonzalez, Ray and Hardin",Lake Paulfurt,Nothing body.,42448,95499
733,2025-09-22,Medical,Health Checkup,3140,Expense,Debit Card,Clark-Hill,West Kimberly,Argue reveal whom.,44180,53392
734,2025-03-18,Medical,Doctor,72,Expense,Credit Card,Roberts LLC,Woodsland,Hour analysis exist catch.,24186,20791
735,2026-02-11,Travel,Tour,1363,Expense,Cash,Wilson-Cherry,Kyleville,Born book total.,39974,98115
736,2025-01-23,Food,Groceries,3188,Expense,UPI,Murphy-Hansen,Sandrabury,Main moment piece take.,26662,3698
737,2025-12-19,Shopping,Accessories,4518,Expense,UPI,Hernandez-Williams,Christopherport,Strategy lawyer husband real give.,33130,25331
738,2026-05-14,Shopping,Electronics,3947,Expense,Credit Card,"Sellers, Duncan and Mann",West Matthewshire,Stop yet prepare join yet.,35133,22376
739,2025-07-12,Medical,Health Checkup,3694,Expense,UPI,"Rosales, Sharp and Ortiz",Scottmouth,Might record great avoid sea.,38337,27757
740,2025-10-01,Shopping,Accessories,3061,Expense,Debit Card,"Donovan, Turner and Hammond",Briannaland,Expect just thing around affect.,49015,58997
741,2025-09-22,Medical,Health Checkup,184,Expense,Bank Transfer,Hansen and Sons,North Yolandaborough,Thought write statement public none.,14794,94801
742,2026-02-11,Travel,Flight,1557,Expense,Credit Card,Young Ltd,West Kellychester,Enter order material term.,24173,66836
743,2025-01-27,Food,Snacks,64,Expense,Bank Transfer,"Scott, Craig and James",Stephaniebury,Traditional thank fish weight citizen.,36268,87628
744,2025-02-24,Shopping,Accessories,753,Expense,Bank Transfer,Hernandez Ltd,Port Jerry,Admit effect travel what.,13237,6882
745,2025-03-11,Income,Freelancing,6934,Income,Bank Transfer,Velez-Edwards,South Michael,More treat wonder while.,35717,9547
746,2026-01-12,Education,Courses,4688,Expense,Credit Card,"Bennett, Gray and Bennett",West Dakotaland,Cause customer green anyone.,42917,40778
747,2025-09-22,Travel,Hotel,2260,Expense,Debit Card,Jones Group,Johnborough,Need top truth yard.,7949,24648
748,2025-09-03,Education,Courses,3333,Expense,Debit Card,"Leon, Andrews and Williams",Donnamouth,Have seem.,17169,21352
749,2025-08-04,Travel,Hotel,3411,Expense,Credit Card,"Dennis, Gordon and Taylor",Cameronchester,Along interview bring minute.,43024,75984
750,2025-12-18,Travel,Flight,2820,Expense,Bank Transfer,"Hoover, Baker and Taylor",Port Daniellehaven,New person present ready.,17464,92161
751,2025-07-11,Food,Snacks,4670,Expense,Credit Card,"Baker, Mitchell and Murphy",Lake Brittany,Professional public today.,49492,55262
752,2025-12-03,Bills,Electricity,4488,Expense,Debit Card,Roberts-Henry,East Maryport,Commercial everything hospital.,32590,30053
753,2025-07-22,Travel,Hotel,4898,Expense,Credit Card,"Walker, Walsh and Morgan",Lake Patrick,Use my build.,26427,13243
754,2025-01-25,Travel,Tour,3090,Expense,UPI,"Simpson, Johnson and Wilson",New Jasmineborough,That memory floor beyond cold.,22731,89505
755,2025-03-13,Transport,Taxi,3928,Expense,Credit Card,Smith-Bennett,Avilaburgh,Hotel put toward break he.,5018,97390
756,2025-02-15,Education,Books,1043,Expense,Bank Transfer,"Clark, Jones and Allison",Lake Paulshire,Hope deal impact discuss.,12611,50789
757,2025-07-03,Education,Courses,255,Expense,Debit Card,Torres and Sons,Jennifermouth,Church card wait ask.,8344,76725
758,2025-04-30,Education,Courses,1810,Expense,Credit Card,Chavez-Cook,Bellfurt,Improve song.,15592,94739
759,2025-10-21,Travel,Flight,1962,Expense,Credit Card,"Edwards, Larson and Ortega",East Antonio,Truth former blue.,46788,97175
760,2025-09-26,Shopping,Electronics,1622,Expense,UPI,"Perkins, Gonzalez and Jordan",Lake Amandaborough,Case white military glass how.,47446,85017
761,2025-07-21,Travel,Tour,4853,Expense,Cash,"Rollins, Lee and Colon",Karenfurt,Type future member product.,24285,9724
762,2025-09-25,Shopping,Accessories,1503,Expense,Debit Card,Little PLC,West Dianashire,News sea wide.,20403,48366
763,2025-10-12,Shopping,Electronics,3281,Expense,UPI,"Ramirez, Terrell and Diaz",South Davidmouth,Budget cause skill perform.,20800,80219
764,2025-07-25,Food,Snacks,792,Expense,Debit Card,"Mcclure, Johnson and Martin",New Thomasside,Next morning sometimes break control.,26983,78444
765,2025-04-14,Food,Restaurant,4060,Expense,Cash,Hernandez PLC,Danielchester,Change imagine worry.,17136,30548
766,2026-04-16,Entertainment,Games,2362,Expense,Bank Transfer,Jackson-Wagner,North Oliviamouth,Hand old them ten.,18253,99942
767,2025-04-03,Shopping,Electronics,4269,Expense,UPI,Chen-Macias,North Rachel,Mean gun dark factor policy.,20411,57495
768,2025-06-10,Education,Stationery,609,Expense,Credit Card,"Walton, Oneill and Lopez",North Brandon,Data civil blue anyone.,32210,43786
769,2025-11-04,Medical,Health Checkup,3801,Expense,Bank Transfer,Juarez Ltd,Port Johnport,Guy old deep.,42014,86500
770,2026-04-23,Food,Groceries,3655,Expense,UPI,"Humphrey, Scott and Lynch",Martinezfort,Economy foreign window specific painting.,7541,58502
771,2026-05-08,Medical,Health Checkup,1255,Expense,Bank Transfer,"Martin, Duncan and Roberson",Larryborough,Cover from man fund.,5678,58833
772,2025-07-28,Shopping,Clothes,2849,Expense,Bank Transfer,"Nelson, Woods and Khan",South Anne,Almost movement person decision.,16879,40473
773,2025-08-15,Medical,Health Checkup,2083,Expense,Credit Card,Newton PLC,New Amy,The sit.,46168,10056
774,2026-04-05,Income,Scholarship,8291,Income,Credit Card,Ruiz Group,East Samanthafurt,Agree provide alone become camera.,45540,34814
775,2025-11-21,Education,Books,1756,Expense,UPI,Stafford-Foster,Weavermouth,Born still teacher free determine.,24102,53051
776,2025-08-26,Shopping,Clothes,3546,Expense,Credit Card,Serrano-Larson,North Ruthberg,Find throughout end here.,37376,17481
777,2025-04-21,Transport,Bus,3619,Expense,UPI,"Gordon, Lambert and Reeves",Benjamintown,Together traditional.,33971,14225
778,2026-02-07,Education,Books,2490,Expense,UPI,Rivas-Hunter,Aguirreberg,Money clearly mother.,11411,55331
779,2025-03-14,Travel,Tour,3642,Expense,Bank Transfer,"Allen, Williams and Murphy",West Veronica,Remain quickly successful art play.,25218,15194
780,2025-07-08,Travel,Tour,2481,Expense,Bank Transfer,"Gonzalez, Lee and Arnold",Lake Timothyton,Firm from.,46075,41661
781,2025-10-05,Travel,Tour,1209,Expense,Bank Transfer,"Strickland, Perez and Clark",Gregorymouth,Serious prepare answer administration.,34316,46174
782,2025-07-24,Shopping,Clothes,3723,Expense,Debit Card,"Goodman, Chung and Wu",Kyleville,Program newspaper western green.,26793,38712
783,2025-09-11,Bills,Internet,4452,Expense,Cash,"Fritz, Tucker and Watson",South Kathrynfort,Staff establish paper.,10615,43805
784,2026-02-28,Travel,Flight,833,Expense,Debit Card,Reilly-Brown,Leechester,Trade agree plan.,34897,38104
785,2026-01-05,Travel,Tour,4913,Expense,Credit Card,Hamilton Ltd,North Elaine,Impact treat the simply.,37879,99987
786,2026-05-03,Shopping,Accessories,2124,Expense,Cash,Johnson-Campbell,North Timothy,View director institution exist.,48250,46196
787,2025-08-04,Income,Freelancing,26810,Income,Debit Card,Allison-Williams,Donnahaven,Role want picture door.,33892,73421
788,2025-06-29,Transport,Taxi,3120,Expense,Credit Card,Williams Ltd,Kramerstad,Almost official condition discuss.,30002,67121
789,2026-03-06,Income,Freelancing,8537,Income,UPI,Gibbs and Sons,Rodriguezmouth,Range page.,30447,91974
790,2025-10-25,Food,Restaurant,4033,Expense,UPI,"Ward, Castillo and Armstrong",Allenfort,Tough indicate.,33959,70051
791,2026-04-02,Income,Salary,24289,Income,Debit Card,"French, Taylor and Simpson",New Michellestad,Nature television finally.,14788,87669
792,2025-04-15,Entertainment,Movies,4105,Expense,Cash,"Carter, Swanson and Reese",West Teresa,Vote low process reason be.,5986,6976
793,2026-02-17,Shopping,Accessories,4029,Expense,UPI,White-Ruiz,Solomontown,Mother during.,9861,88284
794,2025-09-17,Entertainment,Games,2587,Expense,Credit Card,Hill Group,Port Lindaside,Case movement take TV.,23583,3497
795,2026-04-27,Shopping,Clothes,2283,Expense,Debit Card,Ferguson Ltd,East Lindashire,Myself truth deep prepare.,9401,70298
796,2025-01-08,Travel,Hotel,4862,Expense,Cash,Obrien-Phillips,Porterbury,Bag within likely.,10919,29149
797,2026-01-01,Education,Courses,2647,Expense,Bank Transfer,Armstrong LLC,South Gregoryfurt,Certain foreign when.,48835,32078
798,2026-03-22,Shopping,Clothes,2818,Expense,Cash,"Kelly, Harris and Hopkins",Gallagherbury,Lay measure event.,6471,10478
799,2025-03-19,Food,Snacks,1284,Expense,Bank Transfer,Smith-Guzman,Michelleland,Describe close.,23438,68805
800,2026-02-23,Income,Scholarship,26932,Income,UPI,"Todd, Chambers and Blair",West Christopherside,Brother response.,28571,59750
801,2025-04-19,Food,Groceries,2239,Expense,Credit Card,Simpson Inc,Davidland,While last.,7404,74546
802,2025-04-13,Shopping,Accessories,3045,Expense,Debit Card,Reid-Bailey,Hardyview,Professional girl situation season deep.,16785,67147
803,2025-08-02,Entertainment,Games,4570,Expense,Debit Card,Chan-Kirby,Steveview,Real age responsibility size.,29809,88920
804,2026-05-11,Transport,Taxi,304,Expense,Bank Transfer,Jackson and Sons,Oliviamouth,Example south myself.,14665,98579
805,2025-10-07,Travel,Flight,4304,Expense,Credit Card,"Peters, Roberson and Medina",Jimenezville,Lose he wife age better.,47202,73393
806,2025-10-13,Bills,Electricity,1704,Expense,Credit Card,Hill Group,North Gail,Special them state.,7205,76269
807,2025-08-29,Income,Freelancing,30923,Income,UPI,Turner-Schmitt,Lake Andrewfurt,Factor color program pattern set.,7579,32395
808,2025-10-05,Food,Restaurant,3529,Expense,Bank Transfer,Johnson Group,New Alicia,Of education when begin behind.,45871,19899
809,2025-12-31,Shopping,Accessories,1050,Expense,Debit Card,Jones and Sons,West Nancybury,East song plant.,20929,54632
810,2025-11-28,Income,Salary,7779,Income,Cash,"Anderson, Williams and Oliver",Coxside,Air throw ball matter speak.,12169,45513
811,2026-04-06,Bills,Water,2312,Expense,Cash,Blevins-Bridges,South Denise,Start couple.,13157,64867
812,2025-08-02,Income,Scholarship,26756,Income,Debit Card,Chandler-Colon,Port Amandaton,Letter quality wonder someone local.,7633,91108
813,2025-08-14,Transport,Taxi,2431,Expense,Cash,"Mack, Estrada and Glenn",Pattersonfort,Special economy on reach.,29534,53754
814,2025-02-14,Food,Restaurant,4704,Expense,Debit Card,"Williams, Villarreal and Ray",Ericksonville,Threat player those about beautiful.,24320,76851
815,2025-08-30,Entertainment,Games,2119,Expense,Debit Card,"Hanson, Brown and Lopez",Port Rachelchester,Magazine room.,47789,13727
816,2025-12-15,Bills,Electricity,3091,Expense,Bank Transfer,Frederick Inc,West Amber,Question at alone.,35353,26674
817,2026-03-16,Income,Salary,34441,Income,Bank Transfer,Edwards and Sons,Port Victoriamouth,View civil agree.,23571,28127
818,2026-02-20,Shopping,Electronics,3569,Expense,UPI,Cruz Group,Grantville,Improve why suggest argue.,6637,33750
819,2025-08-07,Income,Freelancing,31869,Income,Cash,Wong PLC,Hollyburgh,Specific health culture.,9979,54597
820,2025-01-23,Entertainment,Games,3472,Expense,Debit Card,"Lee, Boyer and Harrell",North Karen,Money it.,5551,32520
821,2025-11-26,Medical,Doctor,2614,Expense,Bank Transfer,"Mcknight, Gomez and Pacheco",Port Maryside,Simply ahead power.,36472,74655
822,2025-04-17,Shopping,Electronics,552,Expense,UPI,Miller-Brooks,Jamesbury,Guy image before return.,30460,94925
823,2026-05-16,Food,Snacks,2170,Expense,Debit Card,Montgomery-Patton,Marieport,Seem benefit listen.,41694,91599
824,2025-05-19,Travel,Flight,2531,Expense,UPI,Harper-Flores,Smithfurt,Change such watch family.,46431,86206
825,2025-03-28,Bills,Water,251,Expense,Credit Card,"Mills, Arnold and Rivera",Port Christinechester,Parent dinner.,8725,6763
826,2026-01-27,Medical,Health Checkup,1341,Expense,UPI,Jones-Whitney,South Michaelport,Science require.,28677,75385
827,2025-05-06,Travel,Tour,4676,Expense,Credit Card,Ward LLC,Sheilaport,Discover doctor.,30269,43405
828,2025-12-24,Transport,Bus,957,Expense,Credit Card,Hansen PLC,New Jeremy,Detail upon property assume.,11945,27663
829,2026-01-19,Medical,Doctor,3938,Expense,Cash,White-Torres,Lisabury,Close large professional case.,44960,67702
830,2025-02-12,Entertainment,Movies,4439,Expense,Credit Card,"Carson, Hensley and Robinson",Lake Brooke,Yet section voice who.,28134,85813
831,2025-10-17,Medical,Doctor,779,Expense,Credit Card,Thompson Inc,Williamsfurt,Your alone meeting.,11716,40424
832,2025-12-19,Bills,Internet,710,Expense,Bank Transfer,Melendez LLC,Taraland,Imagine none fact.,19942,21392
833,2025-03-13,Travel,Hotel,3463,Expense,Debit Card,Welch LLC,Williamsbury,Herself level writer season.,46081,63627
834,2025-09-24,Transport,Bus,1446,Expense,UPI,"Martin, Davis and Austin",Gabrielburgh,Out memory their.,49698,29607
835,2025-02-05,Education,Books,368,Expense,Debit Card,Arnold LLC,North Kristafurt,Bed risk take beautiful project.,15264,41406
836,2026-05-07,Education,Stationery,1167,Expense,Bank Transfer,"Clark, Wright and Rodriguez",Jonathanhaven,Charge both space bring.,12013,83066
837,2025-09-06,Bills,Electricity,2053,Expense,Bank Transfer,Conner-Watson,Port Amy,Table perhaps especially.,13056,23860
838,2025-10-09,Shopping,Accessories,1591,Expense,Debit Card,"Huff, Roberts and Murphy",Jennifermouth,Lead reach work nice.,23984,48659
839,2026-05-09,Income,Scholarship,20900,Income,Cash,"Obrien, Thomas and Moore",Wattsfort,Officer reach.,36806,49649
840,2025-03-05,Income,Salary,10609,Income,Bank Transfer,Shepard-Brown,Robertsonberg,Specific because deal.,49409,62268
841,2025-05-10,Entertainment,Games,4175,Expense,Credit Card,"Davis, Brown and Flowers",Marthachester,Answer everybody series girl realize.,26543,76618
842,2025-11-02,Food,Snacks,3325,Expense,Debit Card,Hoffman and Sons,East Sarafurt,Close these more measure country.,48663,76020
843,2025-02-06,Entertainment,Streaming,1650,Expense,Bank Transfer,Barnes Ltd,Jefferyport,Case edge suffer.,43007,65838
844,2025-04-16,Transport,Bus,3895,Expense,Bank Transfer,Webb-Dalton,Lake Shawn,Ago never various.,37984,60487
845,2025-05-21,Travel,Hotel,2823,Expense,Credit Card,Leonard Inc,Pricemouth,Event leader nice.,15207,15246
846,2026-01-28,Transport,Fuel,493,Expense,Cash,Hall Ltd,Cassidyborough,Enter light.,46160,29129
847,2026-01-11,Shopping,Clothes,2094,Expense,Debit Card,Cox Inc,Port Davidstad,Indeed nation station.,34583,62637
848,2025-02-27,Shopping,Clothes,466,Expense,Debit Card,"Kim, Gonzalez and Gonzalez",New Vincent,Most movement close education.,19745,92223
849,2026-01-27,Shopping,Electronics,2126,Expense,Bank Transfer,Blake-Spence,East Madelinefort,Fall have tend enter section.,5444,96349
850,2025-09-06,Medical,Doctor,2016,Expense,Cash,"Hunt, Long and Hernandez",South Thomasville,Cultural economic computer true simple.,17305,34160
851,2025-11-23,Shopping,Accessories,4355,Expense,Debit Card,"Hess, Pearson and Parker",Williamsstad,Dinner PM choose.,42225,10722
852,2025-03-29,Shopping,Accessories,757,Expense,Debit Card,"Martinez, Vazquez and Rodriguez",Darrellfort,Could move meeting officer prepare.,31876,79848
853,2025-07-17,Bills,Water,1812,Expense,Debit Card,"Jackson, Wright and Stevenson",Brookshaven,Once should student day subject.,6754,40184
854,2025-04-11,Food,Snacks,862,Expense,Credit Card,"Whitehead, King and Burgess",Haleburgh,Down describe yeah.,13201,72665
855,2026-01-11,Food,Groceries,4993,Expense,Bank Transfer,Fritz-Booth,Roachmouth,Heart floor begin morning Democrat.,28158,65460
856,2025-06-15,Bills,Water,446,Expense,UPI,Wolf and Sons,South Jefferyside,Hope up.,33656,36736
857,2025-06-05,Medical,Health Checkup,2394,Expense,Cash,Salazar Group,South Paulshire,Put cover perform account energy.,14383,33805
858,2025-08-29,Medical,Medicine,1487,Expense,Credit Card,Hernandez Inc,Morrowmouth,Attack realize create.,41622,21997
859,2025-11-04,Transport,Bus,53,Expense,Cash,"Farmer, Hood and Fletcher",Laurabury,Country bed rich case.,48087,99460
860,2025-06-20,Entertainment,Streaming,2233,Expense,Credit Card,Cole and Sons,West Brandon,Also traditional and.,25507,84340
861,2026-04-12,Food,Restaurant,3001,Expense,Debit Card,Cunningham-Lopez,West Danielleburgh,Most message church sea.,10754,33875
862,2025-08-13,Income,Salary,13912,Income,Debit Card,Dalton-Sullivan,East Daniel,Really watch chance office.,15822,56104
863,2025-10-12,Income,Scholarship,33690,Income,Credit Card,Lee-Bradford,South Lisa,Form in local camera.,32385,78988
864,2026-04-04,Entertainment,Streaming,3502,Expense,Cash,Newman Ltd,Hurleyhaven,Range focus boy Democrat single.,24568,13408
865,2026-03-16,Shopping,Accessories,1660,Expense,UPI,"Walker, Morgan and Lloyd",Sarahtown,Purpose quite international paper this.,21930,78567
866,2025-10-17,Shopping,Electronics,4808,Expense,Cash,Garcia Ltd,East Shaneview,Ball strong hold thousand.,20843,19086
867,2025-03-18,Transport,Bus,262,Expense,UPI,Gonzales-Porter,North Sallyville,Too about feeling same.,13257,69134
868,2025-08-04,Entertainment,Streaming,1719,Expense,UPI,Gray and Sons,Bethside,Watch be nation too.,31828,19615
869,2025-05-20,Travel,Tour,1647,Expense,Cash,"Weaver, Reed and Parker",Ryanbury,Bill opportunity short.,7638,31567
870,2025-08-01,Entertainment,Movies,2884,Expense,UPI,"Davis, Wade and Roberts",North William,Street subject long receive.,18651,18410
871,2025-06-17,Education,Stationery,814,Expense,Cash,"Hopkins, Lopez and Elliott",Lake Daniel,American purpose analysis.,30926,95105
872,2025-10-16,Income,Freelancing,13196,Income,Bank Transfer,"Benton, Johnston and Dixon",South Tammyborough,Wonder soon successful.,7946,20511
873,2026-03-10,Food,Snacks,1030,Expense,Debit Card,Flores PLC,West Kimberlyland,Either scientist system weight.,32937,52003
874,2026-03-02,Bills,Internet,3148,Expense,UPI,"Turner, Schmidt and Morrison",Briggschester,Remember personal shoulder.,10641,29940
875,2025-01-23,Travel,Hotel,2485,Expense,UPI,"Chapman, Fox and Murphy",West Edwardshire,Car knowledge voice trip.,31477,64163
876,2025-01-19,Transport,Bus,1997,Expense,Cash,King-Watson,Jeremyport,Notice night return.,8588,8777
877,2025-03-10,Shopping,Electronics,4478,Expense,Bank Transfer,Adams-Johnson,East Patricia,Answer just traditional who.,25994,33200
878,2025-01-10,Entertainment,Movies,1651,Expense,UPI,Kim-Romero,Millerstad,Chair practice to debate trade.,20229,67603
879,2025-08-06,Shopping,Electronics,707,Expense,Debit Card,Martin Group,Masonfort,Call we television.,30075,56126
880,2025-03-25,Entertainment,Streaming,2825,Expense,Cash,"Sweeney, Benitez and Gonzalez",Reyesshire,Woman Republican occur.,27266,11197
881,2026-05-03,Medical,Health Checkup,1517,Expense,Debit Card,"Skinner, Gardner and Sharp",Jameshaven,Dream appear single.,27433,43349
882,2025-05-14,Medical,Medicine,407,Expense,Bank Transfer,"Simmons, Brown and Novak",West Tinaside,Daughter drop.,44591,18059
883,2025-02-18,Travel,Hotel,4951,Expense,UPI,Young Inc,Lindseyview,Number oil rate nor think.,41992,64180
884,2025-07-11,Transport,Bus,870,Expense,Credit Card,"Hurley, Ramos and Clark",Justinbury,Tough growth ability same.,25524,77446
885,2025-06-17,Entertainment,Games,2953,Expense,Bank Transfer,Mora-Bradley,Marvinburgh,That upon tough Democrat.,9253,95195
886,2026-04-01,Bills,Internet,1249,Expense,UPI,Myers-Decker,Charleschester,Small say performance.,32672,46789
887,2025-09-14,Food,Snacks,3268,Expense,Debit Card,"Daniels, Chavez and Stevens",Millerfurt,Stuff rate.,47833,92403
